1,2,3,4,5,6,7,8,9,result
x,o,b,x,o,x,b,x,o,Temjogo
o,b,x,x,o,b,o,x,b,Temjogo
o,o,b,o,x,b,x,x,b,Temjogo
o,b,x,o,x,x,x,o,o,Xganha
x,b,o,x,b,b,b,o,b,Temjogo
b,b,o,b,b,x,b,b,b,Temjogo
x,b,x,b,o,b,b,o,b,Temjogo
x,o,b,o,o,x,x,b,x,Temjogo
o,b,o,x,x,b,x,b,o,Temjogo
x,b,x,b,o,o,b,b,x,Temjogo
o,x,o,b,o,b,x,b,x,Temjogo
o,o,b,x,x,x,o,b,b,Xganha
x,o,x,o,b,o,b,b,x,Temjogo
x,o,b,b,x,b,x,o,o,Temjogo
b,x,x,b,o,b,b,o,x,Temjogo
o,x,o,x,b,b,x,b,o,Temjogo
b,x,o,o,b,x,b,b,b,Temjogo
b,b,o,x,x,x,o,o,b,Xganha
b,b,o,x,b,x,b,o,x,Temjogo
x,b,x,o,b,b,o,x,o,Temjogo
o,o,x,x,o,o,x,x,x,Xganha
b,x,b,x,b,o,x,b,o,Temjogo
o,o,b,x,x,x,x,o,o,Xganha
o,b,x,b,x,o,b,b,x,Temjogo
o,o,x,b,x,b,b,b,b,Temjogo
b,o,b,o,x,x,b,b,b,Temjogo
o,x,b,x,b,x,o,b,o,Temjogo
x,b,b,x,o,x,x,o,o,Xganha
b,b,x,b,x,x,o,o,o,Oganha
x,o,x,x,b,o,o,x,o,Temjogo
b,b,b,x,o,o,x,o,x,Temjogo
b,x,b,x,o,o,x,o,x,Temjogo
x,b,o,x,b,x,x,o,o,Xganha
b,b,x,b,b,x,o,o,b,Temjogo
x,b,b,b,b,o,o,b,x,Temjogo
o,b,x,o,b,x,b,x,b,Temjogo
x,o,b,x,b,o,x,b,o,Xganha
x,b,b,o,o,o,x,x,x,Xganha
x,x,b,x,o,o,b,o,b,Temjogo
o,b,b,o,x,x,o,x,b,Oganha
b,b,x,b,b,o,o,b,x,Temjogo
o,x,x,b,b,o,x,b,b,Temjogo
b,x,o,b,x,b,b,b,b,Temjogo
x,o,x,x,o,o,x,b,b,Xganha
x,b,x,b,o,o,o,x,b,Temjogo
o,o,x,b,b,b,x,x,b,Temjogo
o,b,b,x,b,o,x,x,o,Temjogo
x,o,o,x,b,o,b,b,x,Temjogo
x,x,b,o,b,o,o,x,x,Temjogo
x,b,o,b,o,x,x,o,b,Temjogo
b,o,b,b,x,x,b,o,b,Temjogo
x,o,o,b,x,x,b,o,x,Xganha
x,x,x,b,o,o,b,o,x,Xganha
x,o,x,b,b,b,b,b,o,Temjogo
b,x,o,x,o,x,o,x,o,Oganha
x,o,b,b,b,x,x,o,b,Temjogo
o,b,o,x,x,b,b,x,b,Temjogo
x,o,x,o,b,x,b,x,o,Temjogo
o,b,x,o,x,o,x,x,o,Xganha
x,o,b,b,b,o,o,x,x,Temjogo
o,b,b,b,b,x,x,b,o,Temjogo
x,b,b,o,b,x,o,o,x,Temjogo
b,x,o,b,b,x,o,x,o,Temjogo
o,x,b,o,o,x,x,b,x,Temjogo
o,b,x,o,b,x,x,b,o,Temjogo
b,b,b,b,o,b,x,x,b,Temjogo
b,b,x,o,b,b,x,b,b,Temjogo
x,x,b,o,x,x,o,b,o,Temjogo
x,b,x,o,b,b,o,b,b,Temjogo
x,o,x,b,x,o,o,b,x,Xganha
x,b,o,o,o,b,x,x,x,Xganha
b,x,b,b,o,x,b,b,o,Temjogo
o,x,o,x,x,b,x,o,b,Temjogo
o,o,o,x,b,x,x,x,o,Oganha
x,o,b,b,b,o,x,x,b,Temjogo
b,b,b,x,o,b,x,o,x,Temjogo
o,x,o,o,b,x,b,x,b,Temjogo
x,o,b,b,o,x,x,b,b,Temjogo
o,b,x,o,o,x,x,x,b,Temjogo
o,b,b,b,x,b,x,b,o,Temjogo
b,x,x,b,o,x,b,b,o,Temjogo
b,b,o,b,x,b,b,o,x,Temjogo
o,x,x,b,x,x,o,o,b,Temjogo
x,b,b,b,x,o,b,b,o,Temjogo
x,o,x,x,o,x,x,o,o,Xganha
x,x,x,b,o,b,b,b,o,Xganha
b,o,x,b,o,b,o,x,x,Temjogo
o,o,x,x,o,x,x,o,x,Xganha
b,b,o,b,x,o,b,x,b,Temjogo
x,b,o,o,b,x,b,b,x,Temjogo
o,b,o,b,x,o,x,x,b,Temjogo
x,b,o,b,b,b,b,o,x,Temjogo
o,x,x,b,o,b,b,o,x,Temjogo
b,x,o,b,o,o,b,x,x,Temjogo
x,b,o,b,x,x,o,b,b,Temjogo
x,o,o,b,b,x,o,x,b,Temjogo
o,x,x,o,b,b,o,x,x,Oganha
x,o,o,b,b,b,x,o,x,Temjogo
x,o,x,b,x,b,o,o,b,Temjogo
o,x,b,b,x,o,b,o,x,Temjogo
b,x,x,o,o,o,b,b,x,Oganha
x,o,x,b,o,b,o,x,b,Temjogo
x,o,b,o,x,x,x,o,o,Temjogo
o,x,b,o,o,x,x,o,x,Temjogo
b,b,x,o,b,b,x,o,b,Temjogo
b,x,b,o,x,x,o,x,o,Xganha
o,x,o,x,x,x,o,o,b,Xganha
b,b,b,x,b,b,o,x,b,Temjogo
o,b,b,o,x,x,o,x,x,Oganha
o,b,x,o,o,x,b,x,x,Xganha
b,o,o,b,x,b,x,b,x,Temjogo
b,x,b,b,o,x,o,o,x,Temjogo
x,x,b,b,o,b,x,o,o,Temjogo
x,x,b,b,o,o,x,o,b,Temjogo
x,x,x,b,o,o,x,o,o,Xganha
o,x,b,x,o,b,x,b,o,Oganha
b,b,o,o,o,x,x,x,b,Temjogo
b,b,b,b,x,o,b,o,x,Temjogo
b,o,b,x,x,o,b,b,b,Temjogo
o,b,x,o,b,b,x,b,b,Temjogo
o,o,x,o,x,x,x,x,o,Xganha
o,b,x,x,b,o,o,b,x,Temjogo
o,o,b,x,b,b,b,x,x,Temjogo
x,o,o,o,x,x,b,b,x,Xganha
b,b,b,b,o,b,x,x,o,Temjogo
x,o,x,o,o,x,x,x,o,Empate
o,x,o,x,x,x,b,o,o,Xganha
o,b,b,o,x,b,x,b,b,Temjogo
x,x,b,o,x,o,b,b,b,Temjogo
b,b,o,x,b,b,x,b,o,Temjogo
o,b,b,o,x,x,x,b,o,Temjogo
x,b,b,x,b,o,b,o,b,Temjogo
b,b,o,b,b,x,o,b,x,Temjogo
b,b,b,b,x,b,b,o,x,Temjogo
b,b,x,o,x,o,x,o,b,Xganha
b,o,x,x,x,o,x,b,o,Xganha
x,x,b,x,b,o,o,o,x,Temjogo
o,o,o,x,x,x,o,x,b,Xganha
x,o,o,x,b,b,x,o,x,Xganha
o,b,b,x,b,b,b,b,b,Temjogo
o,b,o,x,b,o,x,b,x,Temjogo
x,x,o,x,o,b,b,x,o,Temjogo
x,b,b,b,x,b,o,o,b,Temjogo
o,o,b,b,x,b,x,b,b,Temjogo
o,x,x,o,b,x,b,b,b,Temjogo
x,b,o,b,b,b,o,x,x,Temjogo
b,o,o,x,b,b,x,b,x,Temjogo
b,x,b,b,o,x,o,b,b,Temjogo
x,o,b,b,o,x,o,b,x,Temjogo
x,o,b,b,x,b,o,b,x,Xganha
o,o,o,x,x,b,b,x,b,Oganha
b,x,b,b,b,b,x,b,o,Temjogo
x,x,o,o,b,o,b,x,b,Temjogo
x,x,x,b,b,o,b,o,b,Xganha
o,x,b,b,o,b,b,b,x,Temjogo
b,b,x,b,x,o,b,o,b,Temjogo
x,x,x,b,o,x,o,b,o,Xganha
x,o,o,x,b,x,o,b,b,Temjogo
o,o,o,b,x,x,b,b,x,Oganha
b,x,b,x,b,x,o,o,o,Oganha
b,x,o,b,o,b,x,x,o,Temjogo
b,x,o,x,o,x,x,b,o,Temjogo
b,b,b,b,b,b,o,b,x,Temjogo
b,b,b,o,b,x,x,o,x,Temjogo
x,b,o,b,x,o,b,x,o,Oganha
o,b,b,b,b,o,x,b,x,Temjogo
o,b,o,o,b,x,x,x,b,Temjogo
x,o,x,o,x,o,x,o,b,Xganha
o,x,x,o,b,x,o,x,b,Oganha
b,x,b,o,x,b,o,o,x,Temjogo
x,o,x,b,b,x,b,b,o,Temjogo
o,o,x,x,b,x,b,o,b,Temjogo
x,x,o,x,o,b,b,o,x,Temjogo
o,x,x,b,b,b,b,b,b,Temjogo
o,b,o,o,x,b,x,b,x,Temjogo
b,x,b,o,x,o,b,x,b,Xganha
x,o,x,b,o,o,b,x,x,Temjogo
b,b,b,o,o,x,b,b,x,Temjogo
x,b,b,o,b,b,b,x,b,Temjogo
b,x,o,x,b,o,x,b,o,Oganha
o,o,b,o,b,x,x,x,x,Xganha
x,o,o,x,x,b,b,o,b,Temjogo
x,o,o,x,b,b,x,x,o,Xganha
b,b,x,b,x,o,o,o,x,Temjogo
b,b,b,o,x,o,x,o,x,Temjogo
b,o,o,x,b,b,o,x,x,Temjogo
x,o,x,o,b,b,b,b,b,Temjogo
o,x,x,b,o,b,x,o,x,Temjogo
b,x,b,x,o,b,x,b,o,Temjogo
b,o,o,o,x,b,x,b,x,Temjogo
x,b,b,x,o,x,o,b,o,Temjogo
x,x,x,o,o,x,x,o,o,Xganha
x,x,b,b,o,b,b,b,b,Temjogo
b,x,o,o,x,x,b,b,o,Temjogo
x,x,o,o,b,x,o,x,b,Temjogo
o,x,x,o,b,x,o,o,x,Xganha
b,b,b,x,o,o,b,b,x,Temjogo
o,b,x,b,o,o,x,x,b,Temjogo
b,x,x,x,b,b,o,o,o,Oganha
x,o,x,b,b,b,o,o,x,Temjogo
o,b,b,b,x,o,x,x,o,Temjogo
b,o,o,x,b,x,x,o,b,Temjogo
o,x,x,o,o,x,b,o,x,Xganha
x,x,b,o,b,o,b,b,b,Temjogo
o,x,o,b,x,x,b,o,b,Temjogo
x,x,x,o,o,o,b,b,x,Xganha
o,b,b,x,o,x,b,x,b,Temjogo
b,b,o,x,x,b,b,o,x,Temjogo
b,b,x,x,o,x,x,o,o,Temjogo
b,x,b,b,b,o,b,x,o,Temjogo
x,b,o,x,x,x,o,o,o,Xganha
x,o,x,o,o,b,x,x,b,Temjogo
x,b,x,o,b,o,o,x,x,Temjogo
x,b,b,b,o,x,o,x,b,Temjogo
b,b,o,b,b,x,b,x,b,Temjogo
x,o,x,x,b,x,o,b,o,Temjogo
x,o,x,x,b,b,b,o,b,Temjogo
x,x,x,b,o,b,o,o,b,Xganha
o,b,x,x,x,o,x,o,b,Xganha
b,o,x,b,b,x,x,o,b,Temjogo
b,b,x,x,b,o,b,o,x,Temjogo
b,x,x,o,o,b,o,x,b,Temjogo
o,b,b,o,b,x,b,x,x,Temjogo
b,x,b,x,b,o,o,x,b,Temjogo
x,b,b,x,b,b,x,o,o,Xganha
x,x,o,o,x,o,x,b,b,Temjogo
x,b,o,o,b,b,o,x,x,Temjogo
b,o,x,b,b,o,b,x,b,Temjogo
x,o,o,x,x,b,o,b,b,Temjogo
o,b,x,b,o,x,o,x,b,Temjogo
b,b,x,o,b,x,b,o,b,Temjogo
x,x,o,o,o,x,o,x,x,Oganha
b,o,x,o,x,o,b,x,x,Temjogo
o,x,x,x,b,b,x,o,o,Temjogo
o,b,b,b,b,b,b,x,x,Temjogo
x,o,o,b,x,x,o,b,b,Temjogo
b,b,o,x,o,b,o,x,x,Oganha
b,b,x,x,o,b,x,b,o,Temjogo
x,b,o,o,x,x,o,b,x,Xganha
o,x,x,o,b,o,x,x,b,Temjogo
b,o,b,x,x,x,b,o,o,Xganha
b,o,x,b,b,b,o,x,b,Temjogo
b,x,b,x,x,x,o,o,o,Xganha
b,x,o,b,b,x,b,x,o,Temjogo
x,b,x,x,o,b,b,b,o,Temjogo
b,b,b,b,b,b,x,o,x,Temjogo
x,x,o,o,x,o,b,b,b,Temjogo
b,o,b,x,b,b,o,x,b,Temjogo
x,b,b,b,b,o,o,x,b,Temjogo
o,o,x,b,x,x,b,b,b,Temjogo
o,o,o,x,o,x,b,x,x,Oganha
o,x,b,o,o,b,x,x,b,Temjogo
b,o,b,o,x,o,x,x,b,Temjogo
x,x,b,o,o,o,b,x,x,Oganha
o,o,x,b,x,x,x,o,o,Xganha
o,o,x,x,b,o,x,b,b,Temjogo
o,b,x,b,b,x,o,x,o,Temjogo
x,x,x,o,x,o,o,o,b,Xganha
x,x,o,b,o,b,b,x,o,Temjogo
o,x,x,x,b,b,b,o,b,Temjogo
x,o,x,b,b,o,x,b,b,Temjogo
b,o,b,x,b,x,o,x,o,Temjogo
x,x,x,o,x,b,o,b,o,Xganha
b,x,o,o,x,x,o,x,b,Xganha
x,b,o,b,o,b,b,x,b,Temjogo
b,x,b,b,o,b,o,b,x,Temjogo
x,x,b,b,b,x,o,b,o,Temjogo
x,b,b,o,b,b,x,b,b,Temjogo
b,o,b,x,o,b,x,x,o,Temjogo
o,b,b,o,x,b,b,b,x,Temjogo
x,b,b,x,b,b,o,x,o,Temjogo
o,o,x,x,b,x,b,b,b,Temjogo
b,b,x,b,o,o,b,x,b,Temjogo
b,o,x,x,b,o,b,x,b,Temjogo
o,o,x,b,b,o,b,x,x,Temjogo
o,b,o,o,b,x,x,b,x,Temjogo
b,o,b,b,b,x,b,x,b,Temjogo
b,b,b,x,b,x,b,b,o,Temjogo
b,o,x,b,o,b,x,x,o,Temjogo
o,o,b,x,x,b,x,b,o,Temjogo
b,x,b,o,x,o,x,x,o,Xganha
x,x,x,x,o,b,o,o,b,Xganha
x,x,b,o,o,o,x,x,o,Oganha
x,b,o,o,b,o,x,x,x,Xganha
b,b,x,o,o,b,x,b,x,Temjogo
b,o,x,o,o,x,b,x,b,Temjogo
o,o,b,o,x,x,o,x,x,Oganha
o,x,o,b,x,b,o,b,x,Temjogo
b,x,o,x,x,b,o,x,o,Xganha
o,x,o,x,b,x,x,o,o,Temjogo
o,x,b,x,x,o,b,x,o,Xganha
b,b,o,x,b,x,x,o,b,Temjogo
o,b,x,o,b,x,b,x,o,Temjogo
o,b,b,o,b,x,b,b,x,Temjogo
b,x,b,b,b,o,o,x,x,Temjogo
x,o,x,x,o,o,x,b,o,Xganha
o,b,o,x,b,b,x,x,b,Temjogo
o,x,x,b,o,b,b,x,o,Oganha
b,b,b,o,b,x,b,x,b,Temjogo
b,o,b,o,x,b,x,o,x,Temjogo
b,x,x,o,x,b,x,o,o,Xganha
o,o,o,b,b,x,b,x,x,Oganha
x,b,x,b,b,b,o,b,b,Temjogo
x,x,o,o,o,x,x,x,o,Empate
x,o,o,x,x,x,b,b,o,Xganha
b,b,b,o,b,b,x,b,b,Temjogo
o,x,x,b,b,x,o,o,x,Xganha
b,b,o,x,o,b,x,x,o,Temjogo
b,x,o,b,x,o,x,o,b,Temjogo
o,o,b,x,x,b,x,b,b,Temjogo
o,o,x,x,o,b,b,b,x,Temjogo
b,o,x,b,x,b,x,o,o,Xganha
o,o,x,x,o,b,x,b,x,Temjogo
x,o,o,x,x,b,b,b,o,Temjogo
x,o,x,x,x,o,b,o,o,Temjogo
o,x,x,x,b,x,o,b,o,Temjogo
o,x,b,b,b,x,x,o,o,Temjogo
b,x,o,o,x,x,x,o,o,Temjogo
x,x,b,o,o,b,b,b,x,Temjogo
x,o,x,b,b,o,b,b,b,Temjogo
b,b,b,x,b,o,x,b,o,Temjogo
b,x,x,b,x,b,o,b,o,Temjogo
b,b,b,b,b,o,x,o,x,Temjogo
x,x,o,b,o,b,o,x,x,Oganha
x,x,x,o,x,o,b,b,o,Xganha
o,x,b,o,x,b,b,x,o,Xganha
o,x,x,b,x,o,o,o,x,Temjogo
o,x,o,x,b,x,b,b,b,Temjogo
x,b,b,x,b,o,b,o,x,Temjogo
b,x,x,o,x,o,o,b,x,Temjogo
b,b,x,b,o,o,x,b,b,Temjogo
o,b,x,o,x,b,b,b,x,Temjogo
b,b,x,o,b,x,o,x,o,Temjogo
b,o,o,b,b,x,x,b,x,Temjogo
o,o,o,b,x,x,x,o,x,Oganha
x,x,b,b,o,o,b,b,x,Temjogo
b,x,x,b,x,o,o,o,b,Temjogo
x,b,o,b,o,x,x,b,o,Temjogo
b,x,o,o,o,x,x,b,x,Temjogo
o,b,x,x,o,x,o,b,b,Temjogo
o,x,x,b,x,o,b,x,o,Xganha
x,o,o,x,b,o,x,b,x,Xganha
x,b,b,b,o,b,b,x,o,Temjogo
x,b,b,x,x,b,b,o,o,Temjogo
b,o,b,b,o,x,o,x,x,Temjogo
b,x,b,b,b,o,b,x,b,Temjogo
b,x,b,b,b,x,o,x,o,Temjogo
x,x,o,b,x,o,b,b,o,Oganha
x,b,o,x,o,x,o,o,x,Oganha
b,x,x,o,b,x,o,b,o,Temjogo
o,o,x,x,o,x,b,x,b,Temjogo
b,o,x,o,b,x,b,x,b,Temjogo
x,b,x,b,o,b,x,b,o,Temjogo
b,b,x,b,b,x,o,b,o,Temjogo
x,x,b,o,b,b,x,o,b,Temjogo
b,b,x,b,o,b,b,b,x,Temjogo
x,b,o,x,b,b,o,x,o,Temjogo
o,b,b,b,o,b,x,x,x,Xganha
b,o,x,x,b,o,x,x,o,Temjogo
o,x,o,b,x,b,b,o,x,Temjogo
x,b,o,b,b,b,x,o,b,Temjogo
x,x,b,x,o,b,o,b,b,Temjogo
b,x,o,x,b,x,b,o,o,Temjogo
x,o,x,o,b,o,x,x,b,Temjogo
x,o,b,o,b,x,b,b,x,Temjogo
o,b,b,b,x,b,b,o,x,Temjogo
b,b,x,x,b,o,x,b,o,Temjogo
b,o,b,x,x,x,o,b,o,Xganha
b,o,o,x,b,o,x,b,x,Temjogo
o,b,b,b,b,x,o,b,x,Temjogo
x,b,b,x,o,o,x,b,b,Xganha
x,o,o,o,o,x,x,x,x,Xganha
b,o,b,o,o,x,b,x,x,Temjogo
x,o,b,o,x,b,o,x,x,Xganha
o,x,b,x,b,o,x,b,b,Temjogo
o,x,b,o,x,x,o,x,b,Xganha
b,b,b,b,o,o,x,x,b,Temjogo
b,o,b,x,o,x,x,o,b,Oganha
x,b,b,b,b,b,b,b,b,Temjogo
b,x,x,o,b,x,x,o,o,Temjogo
b,x,o,b,b,x,x,o,o,Temjogo
b,x,x,b,o,x,o,b,o,Temjogo
b,b,b,x,x,b,x,o,o,Temjogo
b,b,x,b,x,b,o,o,x,Temjogo
b,b,x,b,o,x,o,x,b,Temjogo
x,b,o,x,o,b,o,x,b,Oganha
b,x,x,x,b,o,x,o,o,Temjogo
x,x,x,o,o,b,b,o,x,Xganha
x,b,b,b,b,o,x,b,o,Temjogo
x,o,o,o,x,x,x,o,b,Temjogo
o,o,x,o,x,o,x,x,b,Xganha
x,b,o,x,o,b,b,b,x,Temjogo
x,b,b,x,b,o,b,x,o,Temjogo
b,b,x,x,o,o,b,x,o,Temjogo
o,o,b,x,b,b,b,x,b,Temjogo
o,x,b,o,b,x,b,b,b,Temjogo
x,x,o,b,b,b,b,o,x,Temjogo
b,b,x,b,x,b,b,b,o,Temjogo
x,b,b,b,b,o,o,x,x,Temjogo
x,o,x,b,x,o,x,o,o,Xganha
b,x,o,b,o,b,b,b,x,Temjogo
o,x,x,x,b,o,o,b,x,Temjogo
o,x,b,x,b,o,x,x,o,Temjogo
b,x,b,b,b,b,x,o,b,Temjogo
o,b,x,o,o,b,x,x,b,Temjogo
b,o,x,x,o,o,x,b,x,Temjogo
o,o,b,b,b,x,x,x,b,Temjogo
b,x,b,o,x,b,b,o,b,Temjogo
x,x,x,o,o,b,b,o,b,Xganha
o,b,x,o,x,x,x,o,b,Xganha
o,x,b,b,o,x,o,x,b,Temjogo
b,b,x,b,b,o,b,o,x,Temjogo
o,x,x,b,b,b,x,o,o,Temjogo
b,x,o,b,b,b,x,o,b,Temjogo
b,x,b,o,b,b,b,x,o,Temjogo
b,o,b,b,b,x,b,x,o,Temjogo
o,x,b,b,o,b,x,b,b,Temjogo
o,b,x,o,b,b,x,o,x,Temjogo
x,b,x,o,o,o,o,x,x,Oganha
x,b,o,b,x,b,x,o,o,Temjogo
b,b,x,b,b,x,b,b,o,Temjogo
x,o,o,b,x,b,o,x,b,Temjogo
o,o,o,x,o,x,x,b,x,Oganha
b,o,x,x,x,o,b,o,x,Temjogo
x,b,o,x,b,b,b,b,b,Temjogo
x,b,x,o,x,o,o,o,x,Xganha
o,b,x,x,o,b,b,x,b,Temjogo
x,o,o,x,b,x,b,x,o,Temjogo
b,o,x,o,o,x,b,b,x,Xganha
b,b,x,o,x,o,b,x,b,Temjogo
b,o,o,x,x,b,x,o,b,Temjogo
x,x,b,o,b,b,o,b,x,Temjogo
o,o,o,b,x,b,x,x,b,Oganha
b,x,b,x,b,o,b,b,b,Temjogo
b,o,x,b,o,o,x,b,x,Temjogo
b,b,b,b,b,o,o,x,x,Temjogo
x,o,x,b,b,x,x,o,o,Temjogo
x,o,x,o,b,o,o,x,x,Temjogo
b,o,b,b,b,x,b,o,x,Temjogo
b,x,x,b,o,b,o,b,b,Temjogo
x,b,o,b,o,x,b,b,b,Temjogo
o,b,b,x,o,o,x,x,b,Temjogo
o,o,o,x,b,b,x,x,x,Xganha
b,o,x,x,x,o,o,o,x,Temjogo
x,b,b,x,b,b,o,o,b,Temjogo
x,x,o,o,o,b,b,b,x,Temjogo
x,b,o,o,b,b,x,b,b,Temjogo
x,o,x,x,o,x,b,o,b,Oganha
b,x,x,b,b,o,b,x,o,Temjogo
x,b,o,b,b,x,o,b,x,Temjogo
b,x,o,x,b,b,o,b,x,Temjogo
b,x,o,o,o,x,x,x,b,Temjogo
x,x,o,b,x,b,o,o,x,Xganha
x,o,o,x,b,b,b,b,x,Temjogo
b,x,x,x,x,o,o,o,o,Oganha
x,b,b,b,x,x,b,o,o,Temjogo
b,x,b,o,b,x,o,b,x,Temjogo
x,o,x,o,x,x,b,o,o,Temjogo
x,b,x,x,b,b,o,o,b,Temjogo
x,x,b,x,x,o,o,o,o,Oganha
x,b,b,x,b,o,o,b,b,Temjogo
x,o,o,b,x,x,b,b,o,Temjogo
b,x,b,o,x,b,b,b,b,Temjogo
o,b,x,x,b,x,o,b,o,Temjogo
o,o,b,o,x,b,x,x,x,Xganha
b,o,b,x,b,x,o,x,b,Temjogo
x,x,o,o,o,o,b,x,x,Oganha
b,b,x,o,x,b,o,b,x,Temjogo
b,o,b,b,x,x,o,x,b,Temjogo
b,b,o,o,b,x,b,x,b,Temjogo
x,b,o,b,b,x,b,o,b,Temjogo
x,o,x,x,o,x,o,b,b,Temjogo
o,b,x,o,x,o,x,b,x,Xganha
x,x,x,o,o,b,o,b,b,Xganha
b,o,o,b,x,o,x,x,x,Xganha
x,x,o,o,x,o,x,o,b,Temjogo
b,o,b,x,x,x,x,o,o,Xganha
b,b,b,x,b,b,x,o,o,Temjogo
b,o,b,o,x,x,x,x,o,Temjogo
o,b,x,b,o,x,o,x,x,Xganha
o,o,b,x,o,x,x,b,b,Temjogo
b,b,b,b,o,x,x,x,o,Temjogo
x,o,x,o,b,o,x,b,b,Temjogo
x,o,b,o,b,o,x,b,x,Temjogo
o,b,o,b,x,x,b,b,x,Temjogo
b,o,b,b,o,x,x,x,b,Temjogo
o,x,o,x,o,x,b,x,b,Temjogo
o,b,b,b,b,b,x,b,b,Temjogo
b,b,x,b,b,b,b,o,x,Temjogo
b,b,o,b,o,x,b,x,x,Temjogo
b,b,o,x,x,o,b,b,b,Temjogo
b,o,x,o,x,b,b,x,b,Temjogo
b,x,b,x,x,o,b,o,o,Temjogo
o,x,x,o,x,x,b,o,b,Temjogo
b,x,o,b,x,o,o,b,x,Temjogo
o,o,b,b,o,x,x,x,b,Temjogo
x,x,x,o,b,x,o,o,o,Xganha
x,b,x,x,o,o,b,b,o,Temjogo
x,x,o,o,b,o,x,b,x,Temjogo
o,b,b,b,o,x,b,b,x,Temjogo
o,o,x,o,x,b,o,x,x,Oganha
b,o,x,b,x,b,o,x,b,Temjogo
x,b,x,b,b,b,o,b,o,Temjogo
x,o,o,b,x,b,x,o,b,Temjogo
x,x,o,x,b,b,o,o,b,Temjogo
b,x,o,x,x,x,o,b,o,Xganha
x,o,x,x,b,o,o,b,x,Temjogo
x,x,x,x,o,o,b,o,o,Xganha
b,o,x,o,b,b,x,b,x,Temjogo
o,x,b,b,o,o,x,x,x,Xganha
b,o,x,o,o,x,x,b,b,Temjogo
b,x,b,x,o,b,b,o,b,Temjogo
o,b,b,b,b,b,o,x,x,Temjogo
b,b,x,o,b,b,b,x,o,Temjogo
x,o,x,b,b,o,x,b,o,Temjogo
x,o,b,x,x,b,o,o,b,Temjogo
x,o,o,b,b,x,x,o,x,Temjogo
b,x,b,x,x,o,x,o,o,Temjogo
b,x,o,o,x,x,b,x,o,Xganha
x,o,x,o,x,o,o,b,x,Xganha
o,o,x,b,b,x,o,x,x,Xganha
x,o,b,o,x,b,x,b,b,Temjogo
o,b,x,b,b,b,o,b,x,Temjogo
x,o,x,o,x,b,x,o,o,Xganha
x,b,b,b,o,b,x,b,o,Temjogo
x,b,b,x,o,b,b,o,b,Temjogo
o,b,x,x,o,o,x,b,b,Temjogo
x,o,o,x,x,b,x,b,o,Xganha
x,x,x,b,o,o,b,b,o,Xganha
o,b,x,o,x,o,b,x,b,Temjogo
b,b,x,b,b,b,b,b,o,Temjogo
o,o,b,x,b,x,x,b,b,Temjogo
x,o,o,x,x,x,o,o,x,Xganha
o,o,b,o,x,o,x,x,x,Xganha
x,o,x,b,b,x,o,x,o,Temjogo
x,o,b,x,x,x,o,o,b,Xganha
b,b,b,b,b,x,x,o,o,Temjogo
o,x,o,b,b,b,o,x,x,Temjogo
b,x,b,b,o,x,x,b,o,Temjogo
x,b,o,x,o,x,o,x,o,Oganha
b,x,x,x,b,o,o,o,x,Temjogo
x,o,o,b,o,o,x,x,x,Xganha
b,b,x,b,o,b,o,b,x,Temjogo
b,x,o,b,b,b,o,x,x,Temjogo
x,b,x,b,o,x,o,x,o,Temjogo
b,o,b,b,o,x,b,x,b,Temjogo
o,x,x,o,o,b,b,x,x,Temjogo
x,o,x,b,x,b,o,b,b,Temjogo
o,b,b,x,b,o,b,x,x,Temjogo
o,x,b,b,x,b,b,b,b,Temjogo
o,o,x,b,o,x,x,o,x,Xganha
b,b,x,o,b,b,o,b,x,Temjogo
x,o,b,b,x,b,b,b,o,Temjogo
x,o,b,b,b,x,b,x,o,Temjogo
b,o,b,x,b,b,x,b,b,Temjogo
b,b,b,o,x,x,b,b,b,Temjogo
x,o,b,b,o,x,b,o,x,Oganha
x,o,b,o,o,b,x,b,x,Temjogo
x,b,b,o,o,b,o,x,x,Temjogo
b,x,b,x,x,b,b,o,o,Temjogo
x,b,b,o,b,b,b,o,x,Temjogo
b,b,x,x,o,o,b,b,b,Temjogo
b,x,o,x,x,b,o,b,o,Temjogo
x,b,x,b,x,b,o,o,b,Temjogo
o,b,x,x,x,b,o,x,o,Temjogo
x,b,b,x,o,x,o,o,b,Temjogo
o,o,x,b,b,x,b,o,x,Xganha
b,x,o,x,o,o,x,b,x,Temjogo
b,x,o,b,x,b,x,b,o,Temjogo
x,o,b,x,b,b,o,x,o,Temjogo
o,b,x,b,b,o,x,o,x,Temjogo
o,o,b,x,x,o,b,x,b,Temjogo
o,x,b,x,b,o,b,x,o,Temjogo
x,o,x,o,b,x,o,o,x,Xganha
x,x,b,b,b,o,x,b,o,Temjogo
x,b,x,b,b,o,o,b,x,Temjogo
o,b,b,x,b,b,b,o,x,Temjogo
x,x,b,b,b,o,o,o,x,Temjogo
o,b,b,b,x,o,b,x,b,Temjogo
o,o,x,x,b,b,o,b,x,Temjogo
b,o,b,x,b,o,b,b,x,Temjogo
x,o,b,o,x,x,x,b,o,Temjogo
x,o,o,b,o,x,b,b,x,Temjogo
b,x,b,b,o,x,o,x,o,Temjogo
x,b,o,x,b,b,o,o,x,Temjogo
x,x,o,x,x,b,o,b,o,Temjogo
b,b,b,x,o,b,b,b,x,Temjogo
x,x,o,o,o,b,x,b,b,Temjogo
